id	sentence1	label	positions
106	I come from south London and really want to no why so many people think cockneys only come from LOCATION1 price	None	19 20 
106	I come from south London and really want to no why so many people think cockneys only come from LOCATION1 safety	None	19 20 
106	I come from south London and really want to no why so many people think cockneys only come from LOCATION1 transit location	None	19 20 21 
1070	For the most part , LOCATION1 general is a nice area	Positive	5 6 
1070	For the most part , LOCATION1 price is a nice area	None	5 6 
1070	For the most part , LOCATION1 safety is a nice area	None	5 6 
1070	For the most part , LOCATION1 transit location is a nice area	None	5 6 7 
1071	I live near the m25 next to the LOCATION1 general bridge	None	8 9 
1071	I live near the m25 next to the LOCATION1 price bridge	None	8 9 
1071	I live near the m25 next to the LOCATION1 safety bridge	None	8 9 
1071	I live near the m25 next to the LOCATION1 transit location bridge	None	8 9 10 
1072	As much as I love LOCATION1 general , I would n't say it 's the best It also depends on what your looking for in an area	None	5 6 
1072	As much as I love LOCATION1 price , I would n't say it 's the best It also depends on what your looking for in an area	None	5 6 
1072	As much as I love LOCATION1 safety , I would n't say it 's the best It also depends on what your looking for in an area	None	5 6 
1072	As much as I love LOCATION1 transit location , I would n't say it 's the best It also depends on what your looking for in an area	None	5 6 7 
1073	LOCATION1 general market a plethora of stalls , shops , and foods from all different cultures and countries	None	0 1 
1073	LOCATION1 price market a plethora of stalls , shops , and foods from all different cultures and countries	None	0 1 
1073	LOCATION1 safety market a plethora of stalls , shops , and foods from all different cultures and countries	None	0 1 
1073	LOCATION1 transit location market a plethora of stalls , shops , and foods from all different cultures and countries	None	0 1 2 
1074	go for somewhere as close to LOCATION1 general as possible as its generally safer	Positive	6 7 
1074	go for somewhere as close to LOCATION1 price as possible as its generally safer	None	6 7 
1074	go for somewhere as close to LOCATION1 safety as possible as its generally safer	Positive	6 7 
1074	go for somewhere as close to LOCATION1 transit location as possible as its generally safer	None	6 7 8 
1075	these areas are mainly in LOCATION1 general	None	5 6 
1075	these areas are mainly in LOCATION1 price	None	5 6 
1075	these areas are mainly in LOCATION1 safety	None	5 6 
1075	these areas are mainly in LOCATION1 transit location	None	5 6 7 
1076	What scares me most is if this is LOCATION1 general during the day heavens knows what it becomes of a night	None	8 9 
1076	What scares me most is if this is LOCATION1 price during the day heavens knows what it becomes of a night	None	8 9 
1076	What scares me most is if this is LOCATION1 safety during the day heavens knows what it becomes of a night	Negative	8 9 
1076	What scares me most is if this is LOCATION1 transit location during the day heavens knows what it becomes of a night	None	8 9 10 
1077	Do n't even think of living in LOCATION1 general	None	7 8 
1077	Do n't even think of living in LOCATION1 price	None	7 8 
1077	Do n't even think of living in LOCATION1 safety	None	7 8 
1077	Do n't even think of living in LOCATION1 transit location	None	7 8 9 
1078	I 'D go for LOCATION1 general , if I were YOU	Positive	4 5 
1078	I 'D go for LOCATION1 price , if I were YOU	None	4 5 
1078	I 'D go for LOCATION1 safety , if I were YOU	None	4 5 
1078	I 'D go for LOCATION1 transit location , if I were YOU	None	4 5 6 
1079	I have lived in LOCATION1 general for the past six years and love it here	Positive	4 5 
1079	I have lived in LOCATION1 price for the past six years and love it here	None	4 5 
1079	I have lived in LOCATION1 safety for the past six years and love it here	None	4 5 
1079	I have lived in LOCATION1 transit location for the past six years and love it here	None	4 5 6 
107	LOCATION1 general is great too , and the area around liverpool road side would n't be too far from LOCATION2	Positive	0 1 
107	LOCATION1 price is great too , and the area around liverpool road side would n't be too far from LOCATION2	None	0 1 
107	LOCATION1 safety is great too , and the area around liverpool road side would n't be too far from LOCATION2	None	0 1 
107	LOCATION1 transit location is great too , and the area around liverpool road side would n't be too far from LOCATION2	None	0 1 2 
1080	It has mainly Muslim immigrants in LOCATION1 general now i live there	None	6 7 
1080	It has mainly Muslim immigrants in LOCATION1 price now i live there	None	6 7 
1080	It has mainly Muslim immigrants in LOCATION1 safety now i live there	None	6 7 
1080	It has mainly Muslim immigrants in LOCATION1 transit location now i live there	None	6 7 8 
1081	The church is st mary le LOCATION1 general LOCATION2 google it	None	6 7 
1081	The church is st mary le LOCATION1 price LOCATION2 google it	None	6 7 
1081	The church is st mary le LOCATION1 safety LOCATION2 google it	None	6 7 
1081	The church is st mary le LOCATION1 transit location LOCATION2 google it	None	6 7 8 
1082	Also LOCATION1 general i like so much , but it 's a bit more expensive	Positive	1 2 
1082	Also LOCATION1 price i like so much , but it 's a bit more expensive	Negative	1 2 
1082	Also LOCATION1 safety i like so much , but it 's a bit more expensive	None	1 2 
1082	Also LOCATION1 transit location i like so much , but it 's a bit more expensive	None	1 2 3 
1083	LOCATION1 general is a pretty nice area	Positive	0 1 
1083	LOCATION1 price is a pretty nice area	None	0 1 
1083	LOCATION1 safety is a pretty nice area	None	0 1 
1083	LOCATION1 transit location is a pretty nice area	None	0 1 2 
1084	its near the tube stop LOCATION1 general Its a brilliant club and very popular	None	5 6 
1084	its near the tube stop LOCATION1 price Its a brilliant club and very popular	None	5 6 
1084	its near the tube stop LOCATION1 safety Its a brilliant club and very popular	None	5 6 
1084	its near the tube stop LOCATION1 transit location Its a brilliant club and very popular	None	5 6 7 
1086	LOCATION1 general is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London	None	0 1 
1086	LOCATION1 price is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London	None	0 1 
1086	LOCATION1 safety is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London	None	0 1 
1086	LOCATION1 transit location is where the Olympics will take place and they plane to turn the Olympic village into LOCATION1 London	None	0 1 2 
1087	LOCATION1 general in particular is a very high crime area that 's an inflated figure	None	0 1 
1087	LOCATION1 price in particular is a very high crime area that 's an inflated figure	None	0 1 
1087	LOCATION1 safety in particular is a very high crime area that 's an inflated figure	Negative	0 1 
1087	LOCATION1 transit location in particular is a very high crime area that 's an inflated figure	None	0 1 2 
1088	LOCATION1 general is however rarther close to the London	None	0 1 
1088	LOCATION1 price is however rarther close to the London	None	0 1 
1088	LOCATION1 safety is however rarther close to the London	None	0 1 
1088	LOCATION1 transit location is however rarther close to the London	Positive	0 1 2 
1089	LOCATION1 general and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	0 1 
1089	LOCATION1 price and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	0 1 
1089	LOCATION1 safety and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	0 1 
1089	LOCATION1 transit location and LOCATION2 may use `` Kent '' in their postal addresses but they are definitely Boroughs of Greater London	None	0 1 2 
108	When you say 30 min from LOCATION1 general , is that on the tube	None	6 7 
108	When you say 30 min from LOCATION1 price , is that on the tube	None	6 7 
108	When you say 30 min from LOCATION1 safety , is that on the tube	None	6 7 
108	When you say 30 min from LOCATION1 transit location , is that on the tube	None	6 7 8 
1090	LOCATION1 general is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough	Negative	0 1 
1090	LOCATION1 price is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough	None	0 1 
1090	LOCATION1 safety is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough	Positive	0 1 
1090	LOCATION1 transit location is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you 'll be safe enough	None	0 1 2 
1091	LOCATION1 general feels outside my home area even though I am familiar with the geography of it	None	0 1 
1091	LOCATION1 price feels outside my home area even though I am familiar with the geography of it	None	0 1 
1091	LOCATION1 safety feels outside my home area even though I am familiar with the geography of it	None	0 1 
1091	LOCATION1 transit location feels outside my home area even though I am familiar with the geography of it	None	0 1 2 
1092	Yes LOCATION1 general is south London	None	1 2 
1092	Yes LOCATION1 price is south London	None	1 2 
